,path,class,span
3171,./train_embeddings/article787002327_95.pt,NoClass,that it had made a
3172,./train_embeddings/article787002327_96.pt,NoClass,Counter Jihad Coalition's (CJC)
3173,./train_embeddings/article787002327_97.pt,NoClass,engaged in -- and received.
3174,./train_embeddings/article787002327_98.pt,NoClass,a mistake and
3175,./train_embeddings/article787002327_99.pt,NoClass,note: To best understand
3176,./train_embeddings/article787002327_100.pt,NoClass,other social media venues and in the culture at large will continue their unrelenting
3177,./train_embeddings/article787002327_101.pt,NoClass,"of course, just one terrain of this leftist brownshirt-style assault on free speech. Everyone knows by now, for instance, what has happened, in the most Orwellian sense, to Alex Jones and InfoWars on Facebook, YouTube and Twitter. Leading scholar of Islam and JihadWatch.org Director Robert Spencer, meanwhile, is not just a target at Facebook, where his referrals are down"
3178,./train_embeddings/article787002327_102.pt,NoClass,"Jamie, tweeting about"
3179,./train_embeddings/article787002327_103.pt,NoClass,MasterCard -- and
3180,./train_embeddings/article787002327_104.pt,NoClass,relating to “hateful conduct.”
3181,./train_embeddings/article787002327_105.pt,NoClass,"Alex Jones and InfoWars on Facebook, YouTube and Twitter. Leading scholar of Islam"
3182,./train_embeddings/article999000124_0.pt,Exaggeration-Minimisation,because no one wants to be gay and black
3183,./train_embeddings/article999000124_1.pt,Appeal_to_Authority,I’m a generation older than all of you I know comedy
3184,./train_embeddings/article999000124_2.pt,NoClass,"like his jokes. At one point, one organizer told Patel"
3185,./train_embeddings/article999000124_3.pt,NoClass,The tension in the room increased as Patel told more jokes in
3186,./train_embeddings/article763280007_0.pt,Flag_Waving,Our governments
3187,./train_embeddings/article763280007_1.pt,Name_Calling-Labeling,racists and Islamophobes
3188,./train_embeddings/article763280007_2.pt,Repetition,no more!
3189,./train_embeddings/article763280007_3.pt,Slogans,no more!
3190,./train_embeddings/article763280007_4.pt,Slogans,No more!
3191,./train_embeddings/article763280007_5.pt,Repetition,No more
3192,./train_embeddings/article763280007_6.pt,Slogans,No more tyranny
3193,./train_embeddings/article763280007_7.pt,Repetition,Muslim rape gangs
3194,./train_embeddings/article763280007_8.pt,False_Dilemma-No_Choice,the truth about Islam and jihad
3195,./train_embeddings/article763280007_9.pt,Exaggeration-Minimisation,without a moment of hesitation
3196,./train_embeddings/article763280007_10.pt,Appeal_to_Fear-Prejudice,preaching of hatred and jihad violence
3197,./train_embeddings/article763280007_11.pt,Name_Calling-Labeling,hardline
3198,./train_embeddings/article763280007_12.pt,Loaded_Language,relentlessly appeasement-minded
3199,./train_embeddings/article763280007_13.pt,False_Dilemma-No_Choice,reality
3200,./train_embeddings/article763280007_14.pt,Repetition,Muslim rape gangs
3201,./train_embeddings/article763280007_15.pt,Straw_Man,the government’s intent was to make sure that as few people as possible discovered the truth
3202,./train_embeddings/article763280007_16.pt,Repetition,rape gangs
3203,./train_embeddings/article763280007_17.pt,Loaded_Language,sacrifice of thousands
3204,./train_embeddings/article763280007_18.pt,Flag_Waving,British girls
3205,./train_embeddings/article763280007_19.pt,Loaded_Language,the death of Britain as a free society
3206,./train_embeddings/article763280007_20.pt,Flag_Waving,Britain as a free society
3207,./train_embeddings/article763280007_21.pt,Loaded_Language,beginning of an authoritarian police state
3208,./train_embeddings/article763280007_22.pt,False_Dilemma-No_Choice,unless this slide to totalitarianism is stopped now
3209,./train_embeddings/article763280007_23.pt,False_Dilemma-No_Choice,or else they will be exposing themselves as supporting the degeneration of Britain
3210,./train_embeddings/article763280007_24.pt,Slogans,We will not be silenced
3211,./train_embeddings/article763280007_25.pt,Slogans,We will not be intimidated
3212,./train_embeddings/article763280007_26.pt,Slogans,"And we tell the governments, we are not afraid of you"
3213,./train_embeddings/article763280007_27.pt,Slogans,We will never surrender
3214,./train_embeddings/article763280007_28.pt,Slogans,We will stand strong and do our duty
3215,./train_embeddings/article763280007_29.pt,Flag_Waving,do our duty
3216,./train_embeddings/article763280007_30.pt,Slogans,We will defend our civilization
3217,./train_embeddings/article763280007_31.pt,Flag_Waving,our civilization
3218,./train_embeddings/article763280007_32.pt,Slogans,And we will protect our people
3219,./train_embeddings/article763280007_33.pt,Flag_Waving,our people
3220,./train_embeddings/article763280007_34.pt,Repetition,take notice
3221,./train_embeddings/article763280007_35.pt,Repetition,Take notice
3222,./train_embeddings/article763280007_36.pt,Repetition,Take notice
3223,./train_embeddings/article763280007_37.pt,Repetition,Take notice
3224,./train_embeddings/article763280007_38.pt,Flag_Waving,the future is ours
3225,./train_embeddings/article763280007_39.pt,Slogans,the future is ours and not yours
3226,./train_embeddings/article763280007_40.pt,Flag_Waving,we are the people
3227,./train_embeddings/article763280007_41.pt,Slogans,we are the people
3228,./train_embeddings/article763280007_42.pt,False_Dilemma-No_Choice,"If Wilders’ words don’t prove true, it will be because the death of free societies in Britain and Western Europe is truly at hand"
3229,./train_embeddings/article763280007_43.pt,NoClass,are almost foreigners
3230,./train_embeddings/article763280007_44.pt,NoClass,company obvious hope that
3231,./train_embeddings/article763280007_45.pt,NoClass,death of free
3232,./train_embeddings/article763280007_46.pt,NoClass,banned from entering
3233,./train_embeddings/article763280007_47.pt,NoClass,Hamza Sodagar into
3234,./train_embeddings/article763280007_48.pt,NoClass,a long pattern.
3235,./train_embeddings/article763280007_49.pt,NoClass,country. But now matters
3236,./train_embeddings/article763280007_50.pt,NoClass,the easiest one maybe
3237,./train_embeddings/article763280007_51.pt,NoClass,"the bannings of Sellner, Pettibone, Southern, and"
3238,./train_embeddings/article763280007_52.pt,NoClass,of Iraq and Syria where Christians
3239,./train_embeddings/article763280007_53.pt,NoClass,that he has said: “If there’s homosexual
3240,./train_embeddings/article763280007_54.pt,NoClass,open borders.
3241,./train_embeddings/article763280007_55.pt,NoClass,will protect our
3242,./train_embeddings/article763280007_56.pt,NoClass,foe of
3243,./train_embeddings/article763280007_57.pt,NoClass,foe of Pakistan’s blasphemy
3244,./train_embeddings/article763280007_58.pt,NoClass,"bar Wilders again. And so he entered, and spoke, and gave them a strong dose of the"
3245,./train_embeddings/article763280007_59.pt,NoClass,hatred and jihad
3246,./train_embeddings/article763280007_60.pt,NoClass,unacceptable. That heralds the
3247,./train_embeddings/article763280007_61.pt,NoClass,"jail, but you"
3248,./train_embeddings/article763280007_62.pt,NoClass,immigration. With Islamization. With open borders. We are almost
3249,./train_embeddings/article763280007_63.pt,NoClass,"Sellner, Brittany Pettibone, Lauren Southern and"
3250,./train_embeddings/article763280007_64.pt,NoClass,"Islamophobes. But I say, no more! And"
3251,./train_embeddings/article763280007_65.pt,NoClass,"on Saturday. 20,000 people came out to call for"
3252,./train_embeddings/article763280007_66.pt,NoClass,tyranny.” It was extraordinary that the British authorities allowed Wilders into the country at
3253,./train_embeddings/article763280007_67.pt,NoClass,"intimidated. And we tell the governments,"
3254,./train_embeddings/article763280007_68.pt,NoClass,not be intimidated. And we tell
3255,./train_embeddings/article763280007_69.pt,NoClass,the death of Britain as a free society and the beginning of
3256,./train_embeddings/article763280007_70.pt,NoClass,But now matters are coming
3257,./train_embeddings/article763280007_71.pt,NoClass,of Britain as a free society and the beginning
3258,./train_embeddings/article763280007_72.pt,NoClass,three bishops from areas
3259,./train_embeddings/article763280007_73.pt,NoClass,a massive rally for Tommy Robinson
3260,./train_embeddings/article763280007_74.pt,NoClass,to ignore and
3261,./train_embeddings/article763280007_75.pt,NoClass,exposing themselves as supporting the degeneration of
3262,./train_embeddings/article763280007_76.pt,NoClass,will never surrender.
3263,./train_embeddings/article763280007_77.pt,NoClass,two jihad preachers
3264,./train_embeddings/article763280007_78.pt,NoClass,"of Islam, Muslim"
3265,./train_embeddings/article763280007_79.pt,NoClass,as few people
3266,./train_embeddings/article763280007_80.pt,NoClass,Wilders spoke at
3267,./train_embeddings/article763280007_81.pt,NoClass,the death of free societies
3268,./train_embeddings/article763280007_82.pt,NoClass,"ban was reversed on appeal, the British government"
3269,./train_embeddings/article763280007_83.pt,NoClass,prosecute the perpetrators. Theresa May
3270,./train_embeddings/article763280007_84.pt,NoClass,five things. One – the
3271,./train_embeddings/article763280007_85.pt,NoClass,"rise up. So take notice, Theresa May. Take notice, Dutch Prime Minister Rutte. Take notice, Mrs. Merkel or President Macron. Take notice: the future is"
3272,./train_embeddings/article789121798_0.pt,Name_Calling-Labeling,Documented Liars
3273,./train_embeddings/article789121798_1.pt,Loaded_Language,what on Earth
3274,./train_embeddings/article789121798_2.pt,Name_Calling-Labeling,a man promising to Drain the Swamp
3275,./train_embeddings/article789121798_3.pt,Slogans,Drain the Swamp
3276,./train_embeddings/article789121798_4.pt,Loaded_Language,act like children
3277,./train_embeddings/article789121798_5.pt,Loaded_Language,They kick and scream and lie and pout
3278,./train_embeddings/article789121798_6.pt,Name_Calling-Labeling,President Trump is the anti-politician
3279,./train_embeddings/article789121798_7.pt,Name_Calling-Labeling,pro-life judge
3280,./train_embeddings/article789121798_8.pt,Loaded_Language,devastating
3281,./train_embeddings/article789121798_9.pt,Red_Herring,"Personally, I trust very, very few politicians no matter the party that they claim"
3282,./train_embeddings/article789121798_10.pt,Name_Calling-Labeling,a bunch of well-documented liars
3283,./train_embeddings/article789121798_11.pt,Doubt,"taken together as a whole, it’s far too suspicious to lend it any credibility"
3284,./train_embeddings/article789121798_12.pt,Causal_Oversimplification,"every time there's a man that you don't like running for public office or being nominated for a position, some woman crawls out from a line of protesters and makes an ambiguous-at-best claim about unwanted sexual advances"
3285,./train_embeddings/article789121798_13.pt,Loaded_Language,crawls out
3286,./train_embeddings/article789121798_14.pt,Exaggeration-Minimisation,ambiguous-at-best
3287,./train_embeddings/article789121798_15.pt,Appeal_to_Fear-Prejudice,"next time a man is nominated to a position who really has committed a crime, people will be that much less likely to believe his accuser"
3288,./train_embeddings/article789121798_16.pt,Loaded_Language,Way to go
3289,./train_embeddings/article789121798_17.pt,Loaded_Language,such a pathetic attempt at a smear campaign
